timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2
NA,0m 44s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,064-21399_R1,21399,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,447,126,50,8.025682182985554,51,28.25,2.39,7.69,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,065-21399_R1,21399,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,650,7,2,0.30349013657056145,35,1.37,0.08,0.31,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,066-21399_R1,21399,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,523,54,20,3.350083752093802,106,12.4,0.85,2.76,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,067-W2021009-619_R1,W2021009-619,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,584,20,3,0.4942339373970346,45,3.79,0.26,0.87,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,068-W2021009-619_R1,W2021009-619,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,611,13,1,0.16,15,2.24,0.17,0.56,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,069-W2021009-619_R1,W2021009-619,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,658,0,0,0,2,0,0,0,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,073-19040_R1,19040,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,593,3,4,0.6666666666666667,18,1.17,0.07,0.2,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,074-19040_R1,19040,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,521,12,4,0.74487895716946,38,2.98,0.21,0.83,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,075-19040_R1,19040,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,674,1,1,0.14792899408284024,4,0.3,0.02,0.07,NA
NA,0m 58s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,076-W2021006-135_R1,W2021006-135,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,154,219,248,39.93558776167472,68,75.2,6.63,19.55,NA
NA,1m 11s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,077-W2021006-135_R1,W2021006-135,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,26,106,583,81.53846153846153,24,96.36,9,24.87,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,078-W2021006-135_R1,W2021006-135,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,109,230,353,51.01156069364162,47,84.25,7.65,21.51,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,079-W2021011-586_R1,W2021011-586,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,76,53,572,81.59771754636233,23,89.16,8.23,22.64,NA
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,080-W2021011-586_R1,W2021011-586,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,229,137,301,45.12743628185907,67,65.67,5.33,15.94,NA
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,081-W2021011-586_R1,W2021011-586,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,209,233,210,32.20858895705521,62,67.94,5.32,16.76,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,082-W2021011-590_R1,W2021011-590,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,473,53,16,2.952029520295203,42,12.73,0.88,3.18,NA
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,083-W2021011-590_R1,W2021011-590,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,410,137,120,17.991004497751124,34,38.53,3.44,10.56,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,084-W2021011-590_R1,W2021011-590,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,324,137,72,13.50844277673546,63,39.21,3.09,9.91,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,085-W2021009-620_R1,W2021009-620,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,567,90,7,1.0542168674698795,65,14.61,1,3.47,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,086-W2021009-620_R1,W2021009-620,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,620,24,4,0.6172839506172839,38,4.32,0.29,1,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,087-W2021009-620_R1,W2021009-620,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,603,52,1,0.1524390243902439,34,8.08,0.6,2.31,NA
NA,0m 58s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,088-W2021011-645_R1,W2021011-645,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,266,115,329,46.33802816901408,46,62.54,5.67,15.19,NA
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,089-W2021011-645_R1,W2021011-645,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,294,177,186,28.31050228310502,48,55.25,4.76,14.23,NA
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,090-W2021011-645_R1,W2021011-645,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,384,92,217,31.313131313131315,54,44.59,3.73,10.34,NA
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,091-W2021010-437_R1,W2021010-437,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,375,76,175,27.95527156549521,85,40.1,3.1,8.96,NA
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,092-W2021010-437_R1,W2021010-437,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,335,151,118,19.5364238410596,50,44.54,3.77,12.14,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,093-W2021010-437_R1,W2021010-437,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,365,145,127,19.937205651491364,50,42.7,3.56,10.88,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,094-W2021009-283_R1,W2021009-283,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,522,18,1,0.18484288354898337,38,3.51,0.22,0.88,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,095-W2021009-283_R1,W2021009-283,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,549,13,2,0.3546099290780142,51,2.66,0.18,0.54,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,096-W2021009-283_R1,W2021009-283,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,318,6,0,0,31,1.85,0.11,0.55,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,097-W2021006-617_R1,W2021006-617,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,606,31,1,0.1567398119122257,40,5.02,0.37,1.36,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,098-W2021006-617_R1,W2021006-617,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,553,52,2,0.3294892915980231,45,8.9,0.59,2.22,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,099-W2021006-617_R1,W2021006-617,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,481,111,4,0.6711409395973155,87,19.3,1.35,5.35,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,100-W2021006-141_R1,W2021006-141,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,540,30,2,0.34965034965034963,73,5.59,0.35,1.29,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,101-W2021006-141_R1,W2021006-141,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,594,9,0,0,28,1.49,0.1,0.33,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,102-W2021006-141_R1,W2021006-141,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,609,6,3,0.48543689320388345,37,1.46,0.1,0.31,NA
NA,1m 10s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,103-W2021011-591_R1,W2021011-591,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,40,86,574,82,22,94.29,9.24,22.32,NA
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,104-W2021011-591_R1,W2021011-591,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,174,69,448,64.83357452966715,36,74.82,7,18.06,NA
NA,0m 55s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,105-W2021011-591_R1,W2021011-591,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,258,99,341,48.853868194842406,27,63.04,6.1,15.33,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,106-W2021011-587_R1,W2021011-587,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,196,66,458,63.61111111111111,43,72.78,6.35,16.68,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,107-W2021011-587_R1,W2021011-587,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,350,71,258,37.99705449189985,30,48.45,4.4,11.27,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,108-W2021011-587_R1,W2021011-587,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,73,84,576,78.581173260573,16,90.04,8.59,26.82,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,109-W2021011-588_R1,W2021011-588,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,629,32,9,1.343283582089552,13,6.12,0.49,1.87,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,110-W2021011-588_R1,W2021011-588,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,631,34,3,0.4491017964071856,19,5.54,0.41,1.42,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,111-W2021011-588_R1,W2021011-588,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,672,12,5,0.7256894049346879,18,2.47,0.21,0.52,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,112-W2021009-290_R1,W2021009-290,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,526,69,55,8.461538461538462,33,19.08,1.58,4.88,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,113-W2021009-290_R1,W2021009-290,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,325,179,134,21.00313479623825,42,49.06,4.01,13.29,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,114-W2021009-290_R1,W2021009-290,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,457,135,52,8.074534161490684,30,29.04,2.31,7.62,NA
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,115-W2021011-638_R1,W2021011-638,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,290,212,127,20.190779014308426,89,53.9,4.46,13.41,NA
NA,0m 57s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,116-W2021011-638_R1,W2021011-638,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,138,16,491,76.12403100775194,22,78.6,6.47,17.26,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,117-W2021011-638_R1,W2021011-638,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,57,94,503,76.91131498470948,33,91.28,7.59,22.52,NA
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,118-Symphony_R1,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,70,72,552,79.53890489913545,19,89.91,8.69,21.85,NA
NA,1m 10s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,119-Symphony_R1,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,2,6,665,98.81129271916792,0,99.7,10.33,32.25,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,120-Symphony_R1,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,27,86,551,82.98192771084338,10,95.93,9.6,26.58,NA
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,120-Symphony_R1_1,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,27,86,551,82.98192771084338,10,95.93,9.64,26.58,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,121-W2021011-596_R1,W2021011-596,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,382,9,0,0,8,2.3,0.15,0.52,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,122-W2021011-596_R1,W2021011-596,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,688,13,1,0.14245014245014245,13,1.99,0.15,0.55,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,123-W2021011-596_R1,W2021011-596,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,601,5,6,0.9803921568627452,18,1.8,0.13,0.59,NA
NA,0m 47s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,124-W2021009-278_R1,W2021009-278,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,335,158,96,16.298811544991512,38,43.12,3.65,11.36,NA
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,125-W2021009-278_R1,W2021009-278,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,96,162,384,59.813084112149525,38,85.05,7.78,21.39,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,126-W2021009-278_R1,W2021009-278,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,393,72,64,12.098298676748582,22,25.71,2.21,6.84,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,127-W2021006-143_R1,W2021006-143,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,449,5,7,1.5184381778741864,9,2.6,0.23,0.7,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,128-W2021006-143_R1,W2021006-143,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,663,1,1,0.15037593984962408,11,0.3,0.02,0.06,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,129-W2021006-143_R1,W2021006-143,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,605,0,0,0,6,0,0,0,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,130-W2021011-644_R1,W2021011-644,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,545,19,0,0,26,3.37,0.25,1.01,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,132-W2021011-644_R1,W2021011-644,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,584,24,1,0.16420361247947454,19,4.11,0.33,1.29,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,133-W2021011-581_R1,W2021011-581,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,535,59,40,6.309148264984227,45,15.62,1.2,3.78,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,134-W2021011-581_R1,W2021011-581,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,513,89,47,7.24191063174114,48,20.96,1.71,5.61,NA
NA,0m 44s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,135-W2021011-581_R1,W2021011-581,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,361,172,79,12.908496732026146,75,41.01,3.14,10.3,NA
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,136-W2021006-128_R1,W2021006-128,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,34,245,391,58.35820895522388,23,94.93,9.13,25.83,NA
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,137-W2021006-128_R1,W2021006-128,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,215,52,365,57.75316455696202,53,65.98,5.87,15.74,NA
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,138-W2021006-128_R1,W2021006-128,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,55,81,531,79.61019490254873,30,91.75,8.74,21.48,NA
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,139-W2021011-593_R1,W2021011-593,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,268,246,152,22.822822822822825,60,59.76,5.03,15.61,NA
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,140-W2021011-593_R1,W2021011-593,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,124,148,380,58.282208588957054,58,80.98,7.16,19.74,NA
NA,0m 53s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,141-W2021011-593_R1,W2021011-593,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,275,202,181,27.50759878419453,70,58.21,4.51,14.21,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,142-W2021011-582_R1,W2021011-582,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,583,77,20,2.941176470588235,42,14.26,1.11,3.49,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,143-W2021011-582_R1,W2021011-582,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,670,46,3,0.4172461752433936,42,6.82,0.54,1.75,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,144-W2021011-582_R1,W2021011-582,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,499,103,21,3.3707865168539324,46,19.9,1.57,5.22,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,145-W2021006-613_R1,W2021006-613,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,236,152,40,9.345794392523365,79,44.86,3.47,11.28,NA
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,146-W2021006-613_R1,W2021006-613,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,165,284,174,27.929373996789725,83,73.52,5.94,18.94,NA
NA,1m 10s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,147-W2021006-613_R1,W2021006-613,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,38,326,342,48.44192634560906,54,94.62,7.99,25.29,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,148-W2021006-616_R1,W2021006-616,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,650,8,2,0.30303030303030304,29,1.52,0.09,0.3,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,149-W2021006-616_R1,W2021006-616,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,708,0,0,0,6,0,0,0,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,150-W2021006-616_R1,W2021006-616,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,637,7,1,0.15503875968992248,12,1.24,0.1,0.36,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,151-21428_R1,21428,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,548,25,5,0.8650519031141869,69,5.19,0.38,1.29,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,152-21428_R1,21428,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,543,41,8,1.351351351351351,94,8.28,0.61,2.16,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,153-21428_R1,21428,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,657,16,9,1.3196480938416422,57,3.67,0.28,0.99,NA
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,154-W2021006-137_R1,W2021006-137,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,97,165,417,61.413843888070694,41,85.71,7.64,20.99,NA
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,155-W2021006-137_R1,W2021006-137,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,128,53,375,67.44604316546763,35,76.98,6.08,18.38,NA
NA,1m 3s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,156-W2021006-137_R1,W2021006-137,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,45,59,588,84.97109826589595,6,93.5,8.63,23.83,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,157-W2021006-130_R1,W2021006-130,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,579,84,9,1.3392857142857142,49,13.84,1.16,3.67,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,158-W2021006-130_R1,W2021006-130,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,610,64,2,0.2958579881656805,26,9.76,0.8,2.82,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,159-W2021006-130_R1,W2021006-130,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,671,53,1,0.13793103448275862,25,7.45,0.66,2.27,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,160-W2021006-144_R1,W2021006-144,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,706,1,1,0.14124293785310735,5,0.28,0.03,0.08,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,161-W2021006-144_R1,W2021006-144,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,667,2,1,0.1492537313432836,11,0.45,0.03,0.09,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,162-W2021006-144_R1,W2021006-144,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,702,0,0,0,6,0,0,0,NA
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,163-W2021006-129_R1,W2021006-129,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,46,276,334,50.91463414634146,19,92.99,8.38,26.73,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,164-W2021006-129_R1,W2021006-129,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,526,68,21,3.414634146341464,29,14.47,1.11,3.77,NA
NA,0m 42s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,165-W2021006-129_R1,W2021006-129,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,463,59,114,17.92452830188679,42,27.2,2.19,6.69,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,166-W2021006-146_R1,W2021006-146,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,314,108,244,36.63663663663664,34,52.85,4.81,13.17,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,167-W2021006-146_R1,W2021006-146,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,180,169,333,48.82697947214076,38,73.61,6.81,18.89,NA
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,168-W2021006-146_R1,W2021006-146,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,262,174,253,36.71988388969521,47,61.97,5.33,15.41,NA
NA,0m 55s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,169-W2021011-584_R1,W2021011-584,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,214,269,161,25,48,66.77,5.45,17.95,NA
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,170-W2021011-584_R1,W2021011-584,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,342,129,131,21.760797342192692,46,43.19,3.75,11.31,NA
NA,0m 57s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,1,171-W2021011-584_R1,W2021011-584,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,230,303,138,20.566318926974663,63,65.72,5.45,17.52,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,2,001-W2021006-150_R2,W2021006-150,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,693,3,0,0,19,0.43,0.03,0.1,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,11-6-2023_10dpi,2,002-W2021006-150_R2,W2021006-150,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,693,1,3,0.430416068866571,19,0.57,0.03,0.14,NA
