model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,143-W2021010-313_R2,W2021010-313,0.95,0.3,0.5,0.3,0.5,0.2,672,1,0,0,6,0.15,0.01,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,144-W2021010-313_R2,W2021010-313,0.95,0.3,0.5,0.3,0.5,0.2,646,17,0,0,46,2.56,0.15,0.65,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,145-W2021009-158_R2,W2021009-158,0.95,0.3,0.5,0.3,0.5,0.2,458,80,20,3.584229391,123,17.92,1.16,4.03,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,146-W2021009-158_R2,W2021009-158,0.95,0.3,0.5,0.3,0.5,0.2,246,325,30,4.991680532,82,59.07,3.66,15.72,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,147-W2021009-158_R2,W2021009-158,0.95,0.3,0.5,0.3,0.5,0.2,186,371,90,13.91035549,68,71.25,5.42,21.28,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,148-W2021011-462_R2,W2021011-462,0.95,0.3,0.5,0.3,0.5,0.2,124,84,441,67.95069337,56,80.89,7.14,20.2,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,149-W2021011-462_R2,W2021011-462,0.95,0.3,0.5,0.3,0.5,0.2,207,61,357,57.12,42,66.88,6.25,17.79,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,150-W2021011-462_R2,W2021011-462,0.95,0.3,0.5,0.3,0.5,0.2,302,68,271,42.27769111,39,52.89,4.86,13.58,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,151-W2021010-301_R2,W2021010-301,0.95,0.3,0.5,0.3,0.5,0.2,745,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,152-W2021010-301_R2,W2021010-301,0.95,0.3,0.5,0.3,0.5,0.2,726,5,0,0,15,0.68,0.04,0.21,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,153-W2021010-301_R2,W2021010-301,0.95,0.3,0.5,0.3,0.5,0.2,642,1,2,0.310077519,18,0.47,0.03,0.13,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,154-W2021011-459_R2,W2021011-459,0.95,0.3,0.5,0.3,0.5,0.2,323,32,343,49.14040115,28,53.72,5.28,14.78,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,155-W2021011-459_R2,W2021011-459,0.95,0.3,0.5,0.3,0.5,0.2,202,72,338,55.22875817,61,66.99,5.94,15.61,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,156-W2021011-459_R2,W2021011-459,0.95,0.3,0.5,0.3,0.5,0.2,140,65,444,68.41294299,38,78.43,7.22,21.05,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,157-W2021010-303_R2,W2021010-303,0.95,0.3,0.5,0.3,0.5,0.2,724,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,158-W2021010-303_R2,W2021010-303,0.95,0.3,0.5,0.3,0.5,0.2,665,0,0,0,8,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,159-W2021010-303_R2,W2021010-303,0.95,0.3,0.5,0.3,0.5,0.2,583,25,2,0.327868852,67,4.43,0.28,1.1,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,160-W2021006-454_R2,W2021006-454,0.95,0.3,0.5,0.3,0.5,0.2,246,60,318,50.96153846,36,60.58,5.47,16.07,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,161-W2021006-454_R2,W2021006-454,0.95,0.3,0.5,0.3,0.5,0.2,75,84,494,75.65084227,29,88.51,8.28,23.96,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,162-W2021006-454_R2,W2021006-454,0.95,0.3,0.5,0.3,0.5,0.2,173,74,416,62.74509804,20,73.91,7.32,21.64,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,163-W2021006-018_R2,W2021006-018,0.95,0.3,0.5,0.3,0.5,0.2,109,89,479,70.75332349,21,83.9,8.11,22.9,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,164-W2021006-018_R2,W2021006-018,0.95,0.3,0.5,0.3,0.5,0.2,101,80,478,72.53414264,25,84.67,8.37,22.95,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,165-W2021006-018_R2,W2021006-018,0.95,0.3,0.5,0.3,0.5,0.2,74,61,456,77.15736041,23,87.48,8.58,21.8,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,166-W2021006-003_R2,W2021006-003,0.95,0.3,0.5,0.3,0.5,0.2,63,185,382,60.63492063,38,90,7.52,20.86,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,167-W2021006-003_R2,W2021006-003,0.95,0.3,0.5,0.3,0.5,0.2,514,96,37,5.7187017,41,20.56,1.5,4.97,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,168-W2021006-003_R2,W2021006-003,0.95,0.3,0.5,0.3,0.5,0.2,101,271,273,42.3255814,52,84.34,6.89,21.66,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,169-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,1,101,589,85.23878437,3,99.86,10.48,27.79,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,170-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,4,46,628,92.62536873,5,99.41,9.51,22.43,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,171-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,8,106,543,82.64840183,15,98.78,8.72,21.67,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,172-W2021009-156_R2,W2021009-156,0.95,0.3,0.5,0.3,0.5,0.2,533,21,1,0.18018018,17,3.96,0.24,0.98,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,173-W2021009-156_R2,W2021009-156,0.95,0.3,0.5,0.3,0.5,0.2,544,85,0,0,50,13.51,0.84,3.29,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,174-W2021009-156_R2,W2021009-156,0.95,0.3,0.5,0.3,0.5,0.2,456,76,16,2.919708029,39,16.79,1.2,4.42,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,175-W2021006-009_R2,W2021006-009,0.95,0.3,0.5,0.3,0.5,0.2,556,62,25,3.888024883,30,13.53,1.04,3.56,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,176-W2021006-009_R2,W2021006-009,0.95,0.3,0.5,0.3,0.5,0.2,522,75,20,3.241491086,61,15.4,1.24,4.03,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,177-W2021006-009_R2,W2021006-009,0.95,0.3,0.5,0.3,0.5,0.2,680,5,12,1.721664275,17,2.44,0.21,0.6,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,178-W2021009-152_R2,W2021009-152,0.95,0.3,0.5,0.3,0.5,0.2,151,367,137,20.91603053,71,76.95,5.96,19.87,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,179-W2021009-152_R2,W2021009-152,0.95,0.3,0.5,0.3,0.5,0.2,113,326,243,35.63049853,61,83.43,6.51,20.66,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,180-W2021009-152_R2,W2021009-152,0.95,0.3,0.5,0.3,0.5,0.2,106,389,196,28.36468886,50,84.66,6.76,22.46,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,181-21399M_R2,21399M,0.95,0.3,0.5,0.3,0.5,0.2,660,10,5,0.740740741,11,2.22,0.2,0.57,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,182-21399M_R2,21399M,0.95,0.3,0.5,0.3,0.5,0.2,616,15,6,0.941915228,15,3.3,0.27,0.9,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,183-21399M_R2,21399M,0.95,0.3,0.5,0.3,0.5,0.2,681,3,3,0.436681223,9,0.87,0.07,0.16,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,184-W2021010-316_R2,W2021010-316,0.95,0.3,0.5,0.3,0.5,0.2,290,120,202,33.00653595,45,52.61,4.42,13.21,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,185-W2021010-316_R2,W2021010-316,0.95,0.3,0.5,0.3,0.5,0.2,344,139,198,29.07488987,31,49.49,4.5,13.54,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,186-W2021010-316_R2,W2021010-316,0.95,0.3,0.5,0.3,0.5,0.2,214,191,271,40.0887574,43,68.34,6.04,18.57,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,187-W2021006-019_R2,W2021006-019,0.95,0.3,0.5,0.3,0.5,0.2,590,25,8,1.284109149,22,5.3,0.37,1.28,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,189-W2021006-019_R2,W2021006-019,0.95,0.3,0.5,0.3,0.5,0.2,445,94,31,5.438596491,45,21.93,1.6,6.01,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,190-W2021006-005_R2,W2021006-005,0.95,0.3,0.5,0.3,0.5,0.2,562,17,27,4.455445545,26,7.26,0.6,1.72,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,191-W2021006-005_R2,W2021006-005,0.95,0.3,0.5,0.3,0.5,0.2,150,210,149,29.27308448,70,70.53,5.23,16.19,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,192-W2021006-005_R2,W2021006-005,0.95,0.3,0.5,0.3,0.5,0.2,412,77,134,21.50882825,47,33.87,2.78,7.94,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,193-W2021011-475_R2,W2021011-475,0.95,0.3,0.5,0.3,0.5,0.2,240,109,327,48.37278107,57,64.5,5.72,15.94,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,194-W2021011-475_R2,W2021011-475,0.95,0.3,0.5,0.3,0.5,0.2,231,85,311,49.60127592,50,63.16,6.26,17.57,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,195-W2021011-475_R2,W2021011-475,0.95,0.3,0.5,0.3,0.5,0.2,33,66,513,83.82352941,8,94.61,9.8,23.64,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,197-21398M_R2,21398M,0.95,0.3,0.5,0.3,0.5,0.2,681,0,0,0,9,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,198-21398M_R2,21398M,0.95,0.3,0.5,0.3,0.5,0.2,685,1,0,0,4,0.15,0.01,0.04,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,199-21428M_R2,21428M,0.95,0.3,0.5,0.3,0.5,0.2,464,178,6,0.925925926,80,28.4,1.78,6.86,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,200-21428M_R2,21428M,0.95,0.3,0.5,0.3,0.5,0.2,676,40,2,0.278551532,38,5.85,0.38,1.52,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,201-21428M_R2,21428M,0.95,0.3,0.5,0.3,0.5,0.2,635,37,0,0,33,5.51,0.34,1.38,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,202-W2021009-161_R2,W2021009-161,0.95,0.3,0.5,0.3,0.5,0.2,15,79,611,86.66666667,8,97.87,9.57,22.96,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,203-W2021009-161_R2,W2021009-161,0.95,0.3,0.5,0.3,0.5,0.2,7,22,675,95.88068182,1,99.01,10.87,29.43,NA,
ResNet,Jan26_23-15-35_2026,3,4-21-2023_9dpi,2,204-W2021009-161_R2,W2021009-161,0.95,0.3,0.5,0.3,0.5,0.2,0,5,695,99.28571429,0,100,11.22,30.11,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,001-W2021006-023_R1,W2021006-023,0.95,0.3,0.5,0.3,0.5,0.2,663,5,1,0.149476831,14,0.9,0.07,0.29,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,002-W2021006-023_R1,W2021006-023,0.95,0.3,0.5,0.3,0.5,0.2,611,32,0,0,20,4.98,0.31,1.27,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,003-W2021006-023_R1,W2021006-023,0.95,0.3,0.5,0.3,0.5,0.2,597,14,1,0.163398693,15,2.45,0.17,0.63,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,004-W2021009-165_R1,W2021009-165,0.95,0.3,0.5,0.3,0.5,0.2,552,30,0,0,58,5.15,0.32,1.34,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,005-W2021009-165_R1,W2021009-165,0.95,0.3,0.5,0.3,0.5,0.2,580,21,0,0,31,3.49,0.24,0.96,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,006-W2021009-165_R1,W2021009-165,0.95,0.3,0.5,0.3,0.5,0.2,612,4,0,0,24,0.65,0.05,0.18,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,007-W2021010-312_R1,W2021010-312,0.95,0.3,0.5,0.3,0.5,0.2,599,4,0,0,46,0.66,0.05,0.18,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,008-W2021010-312_R1,W2021010-312,0.95,0.3,0.5,0.3,0.5,0.2,569,19,0,0,67,3.23,0.25,0.99,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,009-W2021010-312_R1,W2021010-312,0.95,0.3,0.5,0.3,0.5,0.2,593,7,1,0.166389351,84,1.33,0.06,0.25,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,010-W2021011-458_R1,W2021011-458,0.95,0.3,0.5,0.3,0.5,0.2,574,41,1,0.162337662,36,6.82,0.5,2.05,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,011-W2021011-458_R1,W2021011-458,0.95,0.3,0.5,0.3,0.5,0.2,596,42,0,0,53,6.58,0.46,1.92,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,012-W2021011-458_R1,W2021011-458,0.95,0.3,0.5,0.3,0.5,0.2,611,38,0,0,32,5.86,0.43,1.65,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,013-W2021009-172_R1,W2021009-172,0.95,0.3,0.5,0.3,0.5,0.2,657,8,0,0,17,1.2,0.1,0.45,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,014-W2021009-172_R1,W2021009-172,0.95,0.3,0.5,0.3,0.5,0.2,662,3,0,0,12,0.45,0.03,0.1,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,015-W2021009-172_R1,W2021009-172,0.95,0.3,0.5,0.3,0.5,0.2,666,3,1,0.149253731,9,0.6,0.03,0.15,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,016-W2021011-474_R1,W2021011-474,0.95,0.3,0.5,0.3,0.5,0.2,609,2,0,0,39,0.33,0.02,0.08,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,017-W2021011-474_R1,W2021011-474,0.95,0.3,0.5,0.3,0.5,0.2,650,2,0,0,15,0.31,0.02,0.06,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,018-W2021011-474_R1,W2021011-474,0.95,0.3,0.5,0.3,0.5,0.2,649,1,0,0,10,0.15,0.01,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,019-W2021009-175_R1,W2021009-175,0.95,0.3,0.5,0.3,0.5,0.2,528,54,0,0,20,9.28,0.69,3.07,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,020-W2021009-175_R1,W2021009-175,0.95,0.3,0.5,0.3,0.5,0.2,643,23,0,0,18,3.45,0.24,1,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,021-W2021009-175_R1,W2021009-175,0.95,0.3,0.5,0.3,0.5,0.2,682,8,1,0.1447178,11,1.3,0.11,0.4,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,022-W2021011-467_R1,W2021011-467,0.95,0.3,0.5,0.3,0.5,0.2,614,54,3,0.44709389,45,8.49,0.73,2.49,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,023-W2021011-467_R1,W2021011-467,0.95,0.3,0.5,0.3,0.5,0.2,339,261,5,0.826446281,100,43.97,3.37,12.7,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,024-W2021011-467_R1,W2021011-467,0.95,0.3,0.5,0.3,0.5,0.2,425,172,7,1.158940397,69,29.64,2.29,8.63,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,025-GALENA_R1,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,424,185,3,0.490196078,69,30.72,2.2,8.38,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,026-GALENA_R1,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,600,44,1,0.15503876,44,6.98,0.52,2.04,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,027-GALENA_R1,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,576,67,0,0,60,10.42,0.7,2.84,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,028-W2021009-161_R1,W2021009-161,0.95,0.3,0.5,0.3,0.5,0.2,573,35,0,0,37,5.76,0.44,1.6,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,029-W2021009-161_R1,W2021009-161,0.95,0.3,0.5,0.3,0.5,0.2,578,27,0,0,34,4.46,0.33,1.3,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,030-W2021009-161_R1,W2021009-161,0.95,0.3,0.5,0.3,0.5,0.2,592,23,0,0,30,3.74,0.27,0.9,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,031-W2021011-472_R1,W2021011-472,0.95,0.3,0.5,0.3,0.5,0.2,336,244,1,0.17211704,82,42.17,2.95,11.51,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,032-W2021011-472_R1,W2021011-472,0.95,0.3,0.5,0.3,0.5,0.2,368,197,2,0.352733686,74,35.1,2.75,10.3,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,033-W2021011-472_R1,W2021011-472,0.95,0.3,0.5,0.3,0.5,0.2,343,286,0,0,79,45.47,3.4,13.73,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,034-W2021006-008_R1,W2021006-008,0.95,0.3,0.5,0.3,0.5,0.2,519,69,1,0.169779287,93,11.88,0.82,3.65,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,035-W2021006-008_R1,W2021006-008,0.95,0.3,0.5,0.3,0.5,0.2,455,61,0,0,145,11.82,0.75,2.88,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,036-W2021006-008_R1,W2021006-008,0.95,0.3,0.5,0.3,0.5,0.2,556,28,0,0,101,4.79,0.36,1.37,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,037-W2021006-025_R1,W2021006-025,0.95,0.3,0.5,0.3,0.5,0.2,610,34,0,0,20,5.28,0.42,1.58,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,038-W2021006-025_R1,W2021006-025,0.95,0.3,0.5,0.3,0.5,0.2,465,138,2,0.330578512,31,23.14,1.77,7.53,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,039-W2021006-025_R1,W2021006-025,0.95,0.3,0.5,0.3,0.5,0.2,609,53,0,0,15,8.01,0.58,2.68,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,040-21399M_R1,21399M,0.95,0.3,0.5,0.3,0.5,0.2,663,2,1,0.15015015,30,0.45,0.04,0.11,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,041-21399M_R1,21399M,0.95,0.3,0.5,0.3,0.5,0.2,686,1,0,0,11,0.15,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,042-21399M_R1,21399M,0.95,0.3,0.5,0.3,0.5,0.2,676,1,0,0,18,0.15,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,043-W2021011-465_R1,W2021011-465,0.95,0.3,0.5,0.3,0.5,0.2,416,195,2,0.326264274,78,32.14,2.41,9.71,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,044-W2021011-465_R1,W2021011-465,0.95,0.3,0.5,0.3,0.5,0.2,367,243,3,0.489396411,69,40.13,3.06,11.92,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,045-W2021011-465_R1,W2021011-465,0.95,0.3,0.5,0.3,0.5,0.2,537,86,1,0.16025641,58,13.94,0.95,3.9,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,046-SYMPHONY_R1,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,618,15,1,0.157728707,41,2.52,0.19,0.78,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,047-SYMPHONY_R1,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,436,86,16,2.973977695,76,18.96,1.36,4.87,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,048-SYMPHONY_R1,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,602,18,0,0,43,2.9,0.22,0.86,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,049-W2021009-173_R1,W2021009-173,0.95,0.3,0.5,0.3,0.5,0.2,212,373,6,1.015228426,86,64.13,3.92,18.45,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,050-W2021009-173_R1,W2021009-173,0.95,0.3,0.5,0.3,0.5,0.2,136,463,5,0.82781457,62,77.48,5.27,24.07,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,051-W2021009-173_R1,W2021009-173,0.95,0.3,0.5,0.3,0.5,0.2,382,204,2,0.340136054,83,35.03,2.15,9.49,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,052-W2021006-004_R1,W2021006-004,0.95,0.3,0.5,0.3,0.5,0.2,371,219,2,0.337837838,64,37.33,2.8,11.07,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,053-W2021006-004_R1,W2021006-004,0.95,0.3,0.5,0.3,0.5,0.2,341,257,0,0,76,42.98,3.24,12.79,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,054-W2021006-004_R1,W2021006-004,0.95,0.3,0.5,0.3,0.5,0.2,490,82,1,0.17452007,58,14.49,1.04,4.39,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,055-W2021009-167_R1,W2021009-167,0.95,0.3,0.5,0.3,0.5,0.2,393,226,1,0.161290323,71,36.61,2.65,11.49,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,056-W2021009-167_R1,W2021009-167,0.95,0.3,0.5,0.3,0.5,0.2,417,174,3,0.505050505,89,29.8,2.08,9.13,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,057-W2021009-167_R1,W2021009-167,0.95,0.3,0.5,0.3,0.5,0.2,296,223,1,0.192307692,133,43.08,2.75,12.01,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,058-19040M_R1,19040M,0.95,0.3,0.5,0.3,0.5,0.2,619,24,0,0,36,3.73,0.28,1.05,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,059-19040M_R1,19040M,0.95,0.3,0.5,0.3,0.5,0.2,676,5,0,0,8,0.73,0.07,0.19,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,060-19040M_R1,19040M,0.95,0.3,0.5,0.3,0.5,0.2,583,24,0,0,43,3.95,0.27,1.02,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,061-W2021011-451_R1,W2021011-451,0.95,0.3,0.5,0.3,0.5,0.2,59,493,8,1.428571429,54,89.46,7.66,30.71,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,062-W2021011-451_R1,W2021011-451,0.95,0.3,0.5,0.3,0.5,0.2,139,459,11,1.806239737,77,77.18,5.78,24.03,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,063-W2021011-451_R1,W2021011-451,0.95,0.3,0.5,0.3,0.5,0.2,163,389,8,1.428571429,76,70.89,5.31,22.17,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,064-W2021006-012_R1,W2021006-012,0.95,0.3,0.5,0.3,0.5,0.2,455,143,0,0,72,23.91,1.74,6.58,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,065-W2021006-012_R1,W2021006-012,0.95,0.3,0.5,0.3,0.5,0.2,502,45,0,0,85,8.23,0.55,2.06,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,066-W2021006-012_R1,W2021006-012,0.95,0.3,0.5,0.3,0.5,0.2,478,114,0,0,80,19.26,1.3,5.13,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,067-W2021011-457_R1,W2021011-457,0.95,0.3,0.5,0.3,0.5,0.2,530,116,7,1.071975498,67,18.84,1.38,5.36,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,068-W2021011-457_R1,W2021011-457,0.95,0.3,0.5,0.3,0.5,0.2,227,413,40,5.882352941,55,66.62,5.81,20.57,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,069-W2021011-457_R1,W2021011-457,0.95,0.3,0.5,0.3,0.5,0.2,485,149,7,1.092043682,79,24.34,1.92,6.52,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,070-W2021011-463_R1,W2021011-463,0.95,0.3,0.5,0.3,0.5,0.2,609,47,1,0.152207002,57,7.31,0.53,1.99,NA,
ResNet,Jan26_23-15-35_2026,3,5-1-2023_5dpi,1,071-W2021011-463_R1,W2021011-463,0.95,0.3,0.5,0.3,0.5,0.2,554,83,5,0.778816199,75,13.71,0.97,3.44,NA,
