model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,131-W2021009-252_R2,W2021009-252,0.95,0.3,0.5,0.3,0.5,0.2,564,31,5,0.833333333,17,6,0.45,1.59,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,132-W2021009-252_R2,W2021009-252,0.95,0.3,0.5,0.3,0.5,0.2,606,17,2,0.32,24,3.04,0.19,0.77,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,133-W2021009-275_R2,W2021009-275,0.95,0.3,0.5,0.3,0.5,0.2,149,293,232,34.42136499,14,77.89,6.78,23.14,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,134-W2021009-275_R2,W2021009-275,0.95,0.3,0.5,0.3,0.5,0.2,170,314,156,24.375,28,73.44,5.93,21.74,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,135-W2021009-275_R2,W2021009-275,0.95,0.3,0.5,0.3,0.5,0.2,26,367,301,43.37175793,15,96.25,8.25,28.8,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,136-W2021006-098_R2,W2021006-098,0.95,0.3,0.5,0.3,0.5,0.2,671,0,1,0.148809524,9,0.15,0.02,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,137-W2021006-098_R2,W2021006-098,0.95,0.3,0.5,0.3,0.5,0.2,643,4,0,0,15,0.62,0.04,0.16,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,138-W2021006-098_R2,W2021006-098,0.95,0.3,0.5,0.3,0.5,0.2,668,0,0,0,14,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,139-W2021009-274_R2,W2021009-274,0.95,0.3,0.5,0.3,0.5,0.2,0,2,731,99.7271487,0,100,10.84,36.16,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,140-W2021009-274_R2,W2021009-274,0.95,0.3,0.5,0.3,0.5,0.2,0,0,669,100,0,100,9.94,33.92,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,141-W2021009-274_R2,W2021009-274,0.95,0.3,0.5,0.3,0.5,0.2,1,7,672,98.82352941,0,99.85,9.98,32.29,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,142-W2021009-246_R2,W2021009-246,0.95,0.3,0.5,0.3,0.5,0.2,44,381,245,36.56716418,48,93.43,7.75,28.67,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,143-W2021009-246_R2,W2021009-246,0.95,0.3,0.5,0.3,0.5,0.2,125,320,270,37.76223776,48,82.52,6.6,22.46,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,144-W2021009-246_R2,W2021009-246,0.95,0.3,0.5,0.3,0.5,0.2,630,71,4,0.567375887,43,10.64,0.72,2.87,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,145-W2021010-418_R2,W2021010-418,0.95,0.3,0.5,0.3,0.5,0.2,623,1,3,0.4784689,53,0.64,0.04,0.13,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,146-W2021010-418_R2,W2021010-418,0.95,0.3,0.5,0.3,0.5,0.2,600,1,1,0.166112957,36,0.33,0.02,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,147-W2021010-418_R2,W2021010-418,0.95,0.3,0.5,0.3,0.5,0.2,641,0,3,0.465838509,27,0.47,0.04,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,148-W2021009-264_R2,W2021009-264,0.95,0.3,0.5,0.3,0.5,0.2,213,169,146,27.65151515,22,59.66,5.38,18.29,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,149-W2021009-264_R2,W2021009-264,0.95,0.3,0.5,0.3,0.5,0.2,229,200,149,25.77854671,38,60.38,5.08,17.12,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,150-W2021009-264_R2,W2021009-264,0.95,0.3,0.5,0.3,0.5,0.2,180,119,225,42.9389313,21,65.65,6.2,18.73,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,151-W2021006-113_R2,W2021006-113,0.95,0.3,0.5,0.3,0.5,0.2,354,192,95,14.82059282,50,44.77,3.39,11.21,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,152-W2021006-113_R2,W2021006-113,0.95,0.3,0.5,0.3,0.5,0.2,107,351,190,29.32098765,35,83.49,7.47,24.25,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,153-W2021006-113_R2,W2021006-113,0.95,0.3,0.5,0.3,0.5,0.2,14,296,356,53.45345345,12,97.9,9.12,28.41,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,154-W2021009-276_R2,W2021009-276,0.95,0.3,0.5,0.3,0.5,0.2,562,66,1,0.158982512,20,10.65,0.71,2.74,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,155-W2021009-276_R2,W2021009-276,0.95,0.3,0.5,0.3,0.5,0.2,574,46,0,0,28,7.42,0.56,2.2,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,156-W2021009-276_R2,W2021009-276,0.95,0.3,0.5,0.3,0.5,0.2,411,164,6,1.032702238,36,29.26,2.1,8.16,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,157-SYMPHONY_R2,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,325,71,299,43.02158273,32,53.24,4.79,13.56,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,158-SYMPHONY_R2,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,4,0,716,99.44444444,0,99.44,10.48,36.01,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,159-SYMPHONY_R2,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,7,0,706,99.01823282,0,99.02,9.97,36.77,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,160-W2021009-260_R2,W2021009-260,0.95,0.3,0.5,0.3,0.5,0.2,350,241,54,8.372093023,64,45.74,3.43,12.66,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,161-W2021009-260_R2,W2021009-260,0.95,0.3,0.5,0.3,0.5,0.2,344,221,88,13.4762634,62,47.32,3.56,12.45,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,162-W2021009-260_R2,W2021009-260,0.95,0.3,0.5,0.3,0.5,0.2,462,156,11,1.748807631,49,26.55,2.04,7.93,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,163-W2021009-247_R2,W2021009-247,0.95,0.3,0.5,0.3,0.5,0.2,6,19,684,96.47390691,0,99.15,8.1,24.96,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,164-W2021009-247_R2,W2021009-247,0.95,0.3,0.5,0.3,0.5,0.2,0,15,709,97.9281768,0,100,9.31,26.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,165-W2021009-247_R2,W2021009-247,0.95,0.3,0.5,0.3,0.5,0.2,0,3,707,99.57746479,0,100,9.38,34.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,166-W2021010-404_R2,W2021010-404,0.95,0.3,0.5,0.3,0.5,0.2,657,2,1,0.151515152,10,0.45,0.03,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,167-W2021010-404_R2,W2021010-404,0.95,0.3,0.5,0.3,0.5,0.2,696,0,0,0,8,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,168-W2021010-404_R2,W2021010-404,0.95,0.3,0.5,0.3,0.5,0.2,716,0,2,0.278551532,14,0.28,0.02,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,169-W2021006-125_R2,W2021006-125,0.95,0.3,0.5,0.3,0.5,0.2,3,76,641,89.02777778,4,99.58,9.06,27.95,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,170-W2021006-125_R2,W2021006-125,0.95,0.3,0.5,0.3,0.5,0.2,0,0,705,100,0,100,9.18,40.25,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,171-W2021006-125_R2,W2021006-125,0.95,0.3,0.5,0.3,0.5,0.2,0,10,753,98.68938401,0,100,9.91,33.92,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,172-W2021011-557_R2,W2021011-557,0.95,0.3,0.5,0.3,0.5,0.2,518,83,65,9.75975976,45,22.22,1.74,5.98,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,173-W2021011-557_R2,W2021011-557,0.95,0.3,0.5,0.3,0.5,0.2,558,38,48,7.453416149,34,13.35,1.03,3.91,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,174-W2021011-557_R2,W2021011-557,0.95,0.3,0.5,0.3,0.5,0.2,549,80,51,7.5,35,19.26,1.58,5.49,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,175-W2021009-261_R2,W2021009-261,0.95,0.3,0.5,0.3,0.5,0.2,59,123,526,74.29378531,17,91.67,8.89,27.32,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,176-W2021009-261_R2,W2021009-261,0.95,0.3,0.5,0.3,0.5,0.2,12,47,659,91.78272981,3,98.33,10.41,26.97,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,177-W2021009-261_R2,W2021009-261,0.95,0.3,0.5,0.3,0.5,0.2,0,2,734,99.72826087,0,100,10.75,33.61,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,178-W2021009-244_R2,W2021009-244,0.95,0.3,0.5,0.3,0.5,0.2,340,228,64,10.12658228,82,46.2,3.2,11.32,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,179-W2021009-244_R2,W2021009-244,0.95,0.3,0.5,0.3,0.5,0.2,88,311,150,27.32240437,42,83.97,6.43,22.54,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,180-W2021009-244_R2,W2021009-244,0.95,0.3,0.5,0.3,0.5,0.2,326,205,70,11.64725458,99,45.76,3.09,11.24,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,181-W2021009-251_R2,W2021009-251,0.95,0.3,0.5,0.3,0.5,0.2,519,36,1,0.179856115,26,6.65,0.51,1.63,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,182-W2021009-251_R2,W2021009-251,0.95,0.3,0.5,0.3,0.5,0.2,681,19,1,0.142653352,11,2.85,0.19,0.68,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,183-W2021009-251_R2,W2021009-251,0.95,0.3,0.5,0.3,0.5,0.2,353,18,2,0.536193029,6,5.36,0.39,1.46,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,184-W2021006-116_R2,W2021006-116,0.95,0.3,0.5,0.3,0.5,0.2,21,74,538,84.99210111,18,96.68,9.06,30.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,185-W2021006-116_R2,W2021006-116,0.95,0.3,0.5,0.3,0.5,0.2,20,0,683,97.15504979,0,97.16,10.05,36.16,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,186-W2021006-116_R2,W2021006-116,0.95,0.3,0.5,0.3,0.5,0.2,1,0,744,99.86577181,0,99.87,10.58,37.38,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,187-W2021009-257_R2,W2021009-257,0.95,0.3,0.5,0.3,0.5,0.2,10,39,674,93.22268326,1,98.62,9.56,29.58,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,188-W2021009-257_R2,W2021009-257,0.95,0.3,0.5,0.3,0.5,0.2,1,15,705,97.78085992,0,99.86,9.43,29.98,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,189-W2021009-257_R2,W2021009-257,0.95,0.3,0.5,0.3,0.5,0.2,0,23,675,96.70487106,0,100,9.52,26.63,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,190-W2021010-426_R2,W2021010-426,0.95,0.3,0.5,0.3,0.5,0.2,622,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,191-W2021010-426_R2,W2021010-426,0.95,0.3,0.5,0.3,0.5,0.2,760,1,0,0,1,0.13,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,192-W2021010-426_R2,W2021010-426,0.95,0.3,0.5,0.3,0.5,0.2,711,3,1,0.13986014,9,0.56,0.04,0.13,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,193-W2021010-415_R2,W2021010-415,0.95,0.3,0.5,0.3,0.5,0.2,643,14,1,0.151975684,20,2.28,0.17,0.64,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,194-W2021010-415_R2,W2021010-415,0.95,0.3,0.5,0.3,0.5,0.2,696,3,2,0.285306705,11,0.71,0.05,0.17,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,195-W2021010-415_R2,W2021010-415,0.95,0.3,0.5,0.3,0.5,0.2,680,2,0,0,3,0.29,0.02,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,196-W2021010-396_R2,W2021010-396,0.95,0.3,0.5,0.3,0.5,0.2,20,154,412,70.30716724,11,96.59,8.58,25.61,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,197-W2021010-396_R2,W2021010-396,0.95,0.3,0.5,0.3,0.5,0.2,4,27,684,95.66433566,2,99.44,10.05,32.67,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,198-W2021010-396_R2,W2021010-396,0.95,0.3,0.5,0.3,0.5,0.2,16,61,616,88.88888889,1,97.69,9.59,27.96,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,199-W2021010-409_R2,W2021010-409,0.95,0.3,0.5,0.3,0.5,0.2,459,124,114,16.35581062,46,34.15,2.94,10.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,200-W2021010-409_R2,W2021010-409,0.95,0.3,0.5,0.3,0.5,0.2,73,64,549,80.02915452,26,89.36,7.86,24.93,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,201-W2021010-409_R2,W2021010-409,0.95,0.3,0.5,0.3,0.5,0.2,459,109,86,13.14984709,71,29.82,2.43,7.6,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,202-W2021006-094_R2,W2021006-094,0.95,0.3,0.5,0.3,0.5,0.2,1,0,702,99.85775249,0,99.86,9.32,32.6,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,203-W2021006-094_R2,W2021006-094,0.95,0.3,0.5,0.3,0.5,0.2,0,0,707,100,0,100,10.53,35.6,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,204-W2021006-094_R2,W2021006-094,0.95,0.3,0.5,0.3,0.5,0.2,0,0,695,100,0,100,10.44,35.49,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,205-W2021009-271_R2,W2021009-271,0.95,0.3,0.5,0.3,0.5,0.2,17,204,448,66.96562033,12,97.46,9.62,31.85,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,206-W2021009-271_R2,W2021009-271,0.95,0.3,0.5,0.3,0.5,0.2,134,264,276,40.9495549,29,80.12,6.94,22.79,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,207-W2021009-271_R2,W2021009-271,0.95,0.3,0.5,0.3,0.5,0.2,6,106,536,82.71604938,7,99.07,9.74,29.66,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,208-W2021009-268_R2,W2021009-268,0.95,0.3,0.5,0.3,0.5,0.2,170,318,98,16.72354949,60,70.99,5.21,18.59,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,209-W2021009-268_R2,W2021009-268,0.95,0.3,0.5,0.3,0.5,0.2,96,406,145,22.41112828,45,85.16,7.12,25.87,NA,
ResNet,Jan26_23-15-35_2026,3,10-10-2023_10dpi,2,210-W2021009-268_R2,W2021009-268,0.95,0.3,0.5,0.3,0.5,0.2,121,493,82,11.7816092,50,82.61,6.82,25.09,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,001-W2021010-414_R1,W2021010-414,0.95,0.3,0.5,0.3,0.5,0.2,588,40,10,1.567398119,85,7.84,0.51,1.74,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,002-W2021010-414_R1,W2021010-414,0.95,0.3,0.5,0.3,0.5,0.2,609,5,4,0.647249191,32,1.46,0.09,0.33,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,003-W2021010-414_R1,W2021010-414,0.95,0.3,0.5,0.3,0.5,0.2,612,9,4,0.64,35,2.08,0.15,0.51,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,004-W2021010-423_R1,W2021010-423,0.95,0.3,0.5,0.3,0.5,0.2,623,3,1,0.159489633,57,0.64,0.05,0.14,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,005-W2021010-423_R1,W2021010-423,0.95,0.3,0.5,0.3,0.5,0.2,620,4,2,0.319488818,43,0.96,0.07,0.22,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,006-W2021010-423_R1,W2021010-423,0.95,0.3,0.5,0.3,0.5,0.2,558,2,6,1.060070671,52,1.41,0.11,0.31,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,007-W2021011-548_R1,W2021011-548,0.95,0.3,0.5,0.3,0.5,0.2,716,8,1,0.137931034,12,1.24,0.11,0.43,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,008-W2021011-548_R1,W2021011-548,0.95,0.3,0.5,0.3,0.5,0.2,710,18,1,0.137174211,9,2.61,0.22,0.73,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,009-W2021011-548_R1,W2021011-548,0.95,0.3,0.5,0.3,0.5,0.2,700,29,0,0,19,3.98,0.35,1.2,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,010-SYMPHONY_R1,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,610,72,1,0.146412884,39,10.69,0.82,3,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,011-SYMPHONY_R1,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,598,97,4,0.572246066,37,14.45,1.16,4.24,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,012-SYMPHONY_R1,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,595,77,0,0,42,11.46,0.94,3.34,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,013-21398M_R1,21398M,0.95,0.3,0.5,0.3,0.5,0.2,702,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,014-21398M_R1,21398M,0.95,0.3,0.5,0.3,0.5,0.2,592,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,015-21398M_R1,21398M,0.95,0.3,0.5,0.3,0.5,0.2,695,2,1,0.143266476,3,0.43,0.04,0.1,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,016-W2021010-427_R1,W2021010-427,0.95,0.3,0.5,0.3,0.5,0.2,622,77,4,0.568990043,37,11.52,0.95,3.64,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,017-W2021010-427_R1,W2021010-427,0.95,0.3,0.5,0.3,0.5,0.2,413,258,4,0.592592593,78,38.81,2.92,11.22,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,018-W2021010-427_R1,W2021010-427,0.95,0.3,0.5,0.3,0.5,0.2,512,111,1,0.16025641,67,17.95,1.37,4.98,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,019-W2021010-406_R1,W2021010-406,0.95,0.3,0.5,0.3,0.5,0.2,623,35,0,0,27,5.32,0.46,1.39,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,020-W2021010-406_R1,W2021010-406,0.95,0.3,0.5,0.3,0.5,0.2,618,14,0,0,11,2.22,0.17,0.54,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,021-W2021010-406_R1,W2021010-406,0.95,0.3,0.5,0.3,0.5,0.2,593,32,3,0.477707006,34,5.57,0.45,1.52,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,022-W2021011-556_R1,W2021011-556,0.95,0.3,0.5,0.3,0.5,0.2,670,2,2,0.296735905,16,0.59,0.04,0.11,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,023-W2021011-556_R1,W2021011-556,0.95,0.3,0.5,0.3,0.5,0.2,682,1,0,0,31,0.15,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,024-W2021011-556_R1,W2021011-556,0.95,0.3,0.5,0.3,0.5,0.2,667,12,0,0,22,1.77,0.11,0.48,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,025-W2021011-563_R1,W2021011-563,0.95,0.3,0.5,0.3,0.5,0.2,603,34,1,0.156739812,18,5.49,0.41,1.58,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,026-W2021011-563_R1,W2021011-563,0.95,0.3,0.5,0.3,0.5,0.2,641,42,0,0,16,6.15,0.45,1.58,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,027-W2021011-563_R1,W2021011-563,0.95,0.3,0.5,0.3,0.5,0.2,680,8,0,0,19,1.16,0.07,0.28,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,028-W2021010-412_R1,W2021010-412,0.95,0.3,0.5,0.3,0.5,0.2,705,0,1,0.141643059,7,0.14,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,029-W2021010-412_R1,W2021010-412,0.95,0.3,0.5,0.3,0.5,0.2,514,3,0,0,16,0.58,0.04,0.11,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,030-W2021010-412_R1,W2021010-412,0.95,0.3,0.5,0.3,0.5,0.2,698,0,1,0.143061516,6,0.14,0.01,0.04,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,031-19040M_R1,19040M,0.95,0.3,0.5,0.3,0.5,0.2,661,5,0,0,6,0.75,0.05,0.17,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,032-19040M_R1,19040M,0.95,0.3,0.5,0.3,0.5,0.2,636,7,1,0.155279503,15,1.24,0.08,0.33,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,033-19040M_R1,19040M,0.95,0.3,0.5,0.3,0.5,0.2,666,8,2,0.295857988,16,1.48,0.12,0.37,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,034-W2021011-569_R1,W2021011-569,0.95,0.3,0.5,0.3,0.5,0.2,672,0,2,0.296735905,4,0.3,0.02,0.06,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,035-W2021011-569_R1,W2021011-569,0.95,0.3,0.5,0.3,0.5,0.2,660,15,1,0.147928994,12,2.37,0.18,0.62,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,036-W2021011-569_R1,W2021011-569,0.95,0.3,0.5,0.3,0.5,0.2,617,21,4,0.62305296,21,3.89,0.3,1.06,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,037-W2021009-277_R1,W2021009-277,0.95,0.3,0.5,0.3,0.5,0.2,485,125,6,0.974025974,80,21.27,1.48,5.47,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,038-W2021009-277_R1,W2021009-277,0.95,0.3,0.5,0.3,0.5,0.2,450,73,6,1.134215501,70,14.93,1.09,3.7,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,039-W2021009-277_R1,W2021009-277,0.95,0.3,0.5,0.3,0.5,0.2,559,47,6,0.980392157,50,8.66,0.6,2.08,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,040-21399M_R1,21399M,0.95,0.3,0.5,0.3,0.5,0.2,727,5,2,0.272479564,14,0.95,0.07,0.28,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,041-21399M_R1,21399M,0.95,0.3,0.5,0.3,0.5,0.2,705,4,1,0.14084507,9,0.7,0.05,0.2,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,042-21399M_R1,21399M,0.95,0.3,0.5,0.3,0.5,0.2,707,11,0,0,10,1.53,0.1,0.43,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,043-W2021006-117_R1,W2021006-117,0.95,0.3,0.5,0.3,0.5,0.2,696,2,0,0,8,0.29,0.02,0.06,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,044-W2021006-117_R1,W2021006-117,0.95,0.3,0.5,0.3,0.5,0.2,683,1,1,0.145985401,1,0.29,0.02,0.05,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,045-W2021006-117_R1,W2021006-117,0.95,0.3,0.5,0.3,0.5,0.2,671,1,0,0,5,0.15,0.02,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,046-W2021011-559_R1,W2021011-559,0.95,0.3,0.5,0.3,0.5,0.2,646,39,6,0.868306802,36,6.51,0.48,1.74,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,047-W2021011-559_R1,W2021011-559,0.95,0.3,0.5,0.3,0.5,0.2,675,20,5,0.714285714,25,3.57,0.29,0.98,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,048-W2021011-559_R1,W2021011-559,0.95,0.3,0.5,0.3,0.5,0.2,660,34,3,0.430416069,21,5.31,0.42,1.38,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,049-W2021011-545_R1,W2021011-545,0.95,0.3,0.5,0.3,0.5,0.2,650,0,2,0.306748466,11,0.31,0.02,0.06,NA,
ResNet,Jan26_23-15-35_2026,3,10-11-2023_5dpi,1,050-W2021011-545_R1,W2021011-545,0.95,0.3,0.5,0.3,0.5,0.2,645,1,2,0.308641975,17,0.46,0.02,0.07,NA,
